id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
1736,Fanar-1-9B,both_correct,1,1,C,C,C,"Second-degree relatives share

A) All of the genetic material.
B) Half of the genetic material.
C) One-quarter of the genetic material.
D) One-eighth of the genetic material.","ينظم تجمع الخلايا في كل تجمع خلوي بوساطة

A) ضبط معدل الانقسام الخلوي
B) ضبط معدل الموت الخلوي
C) كل ما سبق صح
D) كل ما سبق غلط",
2789,Fanar-1-9B,both_correct,1,1,A,A,A,"In the following equilibrium, the rate of the forward reaction increases: H₂ + I₂

A) as the concentration of H₂ increases
B) as the concentration of I₂ decreases
C) as the concentration of HI increases
D) A change in the concentration of either component does not affect the rate of the forward reaction","وفقا للنظرية ……………تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة ....... للجزيئات التي يتكون منها :

A) الحرارية - الحركية
B) الحركية - الحركية
C) الحرارية - الحرارية
D) الحركية - الحرارية",
2876,Fanar-1-9B,both_correct,1,1,D,D,D,"All of the following are true about the analysis of light EXCEPT

A) A prism analyzes white light into a rainbow because the refractive index of a given material depends on the wavelength.
B) Violet light bends more than red light.
C) The decomposition of white light into the entire spectrum is called dispersion.
D) Different wavelengths are refracted by equal degrees.","كل ما يلي عن الاشعة السينية ماعدا :

A) أطوالها الموجبة بين
B) تدفق الفوتونات التي يصدرها المنبع ذو طابع إحصائي.
C) قيمة تدفق الفوتونات الوسطية وانحرافه واحرافه النسبي .
D) يعرف الانحراف بالتشويش الكمومي وهو من العيوب لحودة الثور",
492,Fanar-1-9B,both_correct,1,1,D,D,D,"The following are true about squamous metaplasia

A) It is the transformation of the respiratory epithelium into simple squamous epithelium.
B) It is preceded by a lack of cilia in the epithelial cells.
C) It is followed by the formation of precancerous tissue.
D) It is the transformation of the respiratory epithelium into stratified squamous epithelium.","يحوي الجيب العجاني السطحي الذكري كل مما يلي عدا:

A) الغدد البصلية الإحليلية.
B) ساقا القضيب.
C) بصلة القصيب.
D) الجسم العجاني.
E) الإحليل القضيبي.",
1297,Fanar-1-9B,both_correct,1,1,A,A,A,"Purine bases

A) Adenine - Guanine
B) Thymine - Cytosine
C) Adenine - Thymine
D) All of the above are incorrect","الحمض الأميني التالي هو: H-CH-COO وفيه NH3 موجب:

A) الغليسين.
B) البرولين.
C) السيرين.
D) السيستئين.",
2606,Fanar-1-9B,both_correct,1,1,C,C,C,"All of the following are uses of terahertz except

A) Medical imaging and diagnosis
B) Security scanning
C) Treatment of skin conditions such as psoriasis and vitiligo
D) Quality control in semiconductor industries","أيا من الطرائق سمح برؤية كل من برنشيم الكبد والطحال والكبد والبنكرياس او الكليتين :

A) التصوير المقطعي
B) التصوير بالأشعة السينية
C) التصوير المقطعي المحوسب
D) التصوير بالصدى",
914,Fanar-1-9B,both_correct,1,1,C,C,C,"The diencephalon contains within its ventricle

A) Lateral
B) Fourth
C) Third
D) None of the above","يتمفصل العظم القاربي مع العظام التالية ما عدا : (2009)

A) الكبير.
B) الهلالي.
C) المربعي.
D) المثلثي.",
4371,Fanar-1-9B,both_correct,1,1,A,A,A,"The myelin sheath in the central nervous system is formed by

A) Oligodendrocytes
B) Cystic cells
C) Astrocytes
D) Microglia","يؤدي زيحان منحنى تفارق الاكسجين الخضاب نحو اليمين إلى:

A) نقص النسبة المئوية لإشباع الخضاب بالأكسجين
B) نقص كمية الاكسجين المتحررة إلى النسج
C) زيادة النسبة المئوية إلشباع الخضاب بالأوكسجين
D) نقص كمية ثاني اكسيد الكربون المرتبطة بالخضاب",
28,Fanar-1-9B,both_correct,1,1,A,A,A,"PTH is secreted by

A) Parathyroid glands
B) Thyroid gland
C) Pituitary gland
D) Adrenal glands","يفرز هرمون ال PTH :

A) الغدد جارات الدرق
B) الغدة الدرقية
C) النخامي
D) الكظر",
4497,Fanar-1-9B,both_correct,1,1,C,C,C,"We perform a *continuity correction* when

A) We convert a discrete distribution to a continuous one
B) We convert a binomial distribution to a normal one
C) A + B
D) All of the above are incorrect","إن الخط المنكسر الذي يصل النقاط التي فواصلها مراكز الفئات وترتيبها تكرارات الفئات هو :

A) المنحني التكراري
B) المضلع التكراري
C) المدرج التكراري
D) التمثيل الدائري",
3239,Fanar-1-9B,both_correct,1,1,A,A,A,"The large intestine differs from the small intestine in all but the following ways

A) It is the longest part of the digestive tract.
B) It has a larger diameter.
C) It contains colonic strips.
D) Its wall is sac-like.

E) It contains appendages.","يعطي فروع تتفاغر مع فروع الشريان المساريقي العلوي:

A) Gastro_duodenal artery.
B) Marginal artery.
C) Proper hepatic artery
D) Splenic artery
E) None of the above arteries",
106,Fanar-1-9B,both_correct,1,1,C,C,C,"The brachial neurovascular bundle includes all but

A) the brachial artery
B) the brachial vein
C) the brachial nerve
D) the median and ulnar nerves","تضم الحزمة الوعانية العصبية العضدية ماعدا:

A) الشريان العضدي
B) الوريد العضدي
C) العضب العضدي
D) العضب الناصف و الزندي",
2287,Fanar-1-9B,both_correct,1,1,B,B,B,"The formula that gives us the least detail and the simplest ratio of atoms in the molecule

A) Molecular formula
B) Empirical formula
C) Structural formula
D) Structural formula","مجال الأمواج الصوتية المسموعة ما بين :

A) 20 Hz و 200 Hz
B) 20 Hz و 2000HZ
C) 20Hz و 20 HZ
D) 2 Hz و 200 Hz",
904,Fanar-1-9B,both_correct,1,1,C,C,C,"Regarding the thyroid cartilage of the larynx, all of the following are true except

A) It consists mainly of two square cartilaginous plates.
B) The laryngeal eminence is in the middle.
C) It articulates with the arytenoid cartilage.
D) It has two horns on either side, superior and inferior.","تغلف العضلة البصلية الإسفنجية :

A) ساق القضيب
B) الجسم الاسفنجي
C) بصلة القضيب
D) الحشفة",
3859,Fanar-1-9B,both_correct,1,1,C,C,C,"The first heart sound is caused by

A) Closure of the sinoatrial valves
B) Ventricular contraction
C) Closure of the atrioventricular valves
D) Atrial contraction","يؤدي تنبيه مستقبلات بيتا إلى ما يلي عدا:

A) تسّرع القلب
B) تقلص العضلات التنفسية
C) إرخاء الأمعاء
D) تحلل الشحوم",
834,Fanar-1-9B,both_correct,1,1,C,C,C,"The dilated upper section of the ureter is called

A) Renal sinus
B) Renal medulla
C) Renal pelvis
D) Renal pyramid","الطية الجلدية التي تغطي رأس القضيب تدعى

A) الحشفة
B) لفافة بوك
C) القلفة
D) البصلة",
2230,Fanar-1-9B,both_correct,1,1,D,D,D,"The primary role in splicing molecule recognition of splicing sites is played by

A) rRNAs.
B) rRNAs.
C) snRNAs.
D) snRNPs.","تمتلك الطفرة تأثيراً سائداً عندما:

A) تغير كمية المنتج لجين زيادةً حيث كامل أو معظم ذاك المنتج مطلوبة للخلية
B) تغير كمية المنتج لجين نقصاناً حيث كامل أو معظم ذاك المنتج مطلوب للخلية
C) تؤدي إلى اصطناع منتج جديد يمتلك تأثيراً ضاراً
D) كل ما سبق صحيح",
277,Fanar-1-9B,both_correct,1,1,D,D,D,"Triceps brachii: (2010)

A) All its heads originate from the humerus.
B) It is one of the anterior muscles of the upper arm.
C) It is innervated by the musculocutaneous nerve.
D) It is an extensor of the elbow.","ترتبط من العضلات العميقه التاليه للمثلث الخلفى للعنق بحدبه الاطلس الخلفيه

A) المستقيمه الرأسيه الخلفيه الصغيرة
B) المستقيمه الرأسيه الجانبيه
C) المستقيمه الرأسيه الاماميه
D) المستقيمه الرأسيه الخلفيه الكبيره
E) المنحرفه الرأسيه السفليه",
3842,Fanar-1-9B,both_correct,1,1,C,C,C,"The rate of depolarization in cardiac autoreactive cells increases with

A) Increased membrane permeability to potassium ions
B) Decreased membrane permeability to calcium ions
C) Increased membrane permeability to sodium ions
D) Increased membrane permeability to chloride ions","المشبك الذي يتحكم بكمية النقل العصبي:

A) Axo-Denteric synapses
B) Axo-Axonic synapses
C) Axo-somatic synapses
D) Denteric-Denteric synapses",
924,Fanar-1-9B,both_correct,1,1,B,B,B,"The first (false) rib

A) It has superior and inferior surfaces.
B) The subclavian vein passes beneath it.
C) It has medial and lateral borders.
D) The scalene anterior muscle inserts upon it.","وزن الدماغ:

A) 350 غ عند الوليد
B) 1400 غ عند الكهل
C) 1400 غ عند الوليد
D) a + b",
1730,Fanar-1-9B,both_correct,1,1,D,D,D,"Touch proteins, except

A) have a functional role
B) induce cell growth and differentiation
C) play a role in wound healing
D) have a direct structural role","المصدر الأساسي لتنوع الكائنات الحية:

A) Growth .
B) Regulation .
C) Adaptaion .
D) Evolution .",
4117,Fanar-1-9B,both_correct,1,1,B,B,B,"In the reabsorption of renal filtrate, all of the following are true except

A) Forced reabsorption occurs in the proximal convoluted tubule.
B) Some water is reabsorbed via the ascending arm of the loop of Henle.
C) Water is reabsorbed in the distal tubule in the presence of ADH.
D) All glucose is reabsorbed in the proximal tubule.
E) Amino acids are reabsorbed in the proximal tubule.","الخلايا الجذعية :

A) خلايا ناضجة.
B) يمكن أن تتمايز إلى جميع أنواع خلايا الجسم.
C) ذات قدرة تجددية ذاتية فقط.
D) خلايا كلية القدرات.",
1774,Fanar-1-9B,both_correct,1,1,A,A,A,"In spotting techniques, we use films made of

A) Nylon or cellulose.
B) Aminoacetic acid.
C) Peptide.
D) Acetonitrile with TEAA.","تتواجد تتاليات الدنا المتكررة في:

A) يتواجد DNA Satellite في القسيمات الطرفية.
B) يتواجد DNA Minisatellite في القسيمات المركزية.
C) يتواجد DNA Microsatellite في الصبغيات كلها.
D) يتواجد DNA Satellite في الكروماتين الحقيقي.",
3993,Fanar-1-9B,both_correct,1,1,C,C,C,"All of the following raise blood pressure by increasing cardiac output EXCEPT

A) Thyroid hormone
B) Adrenaline
C) Angiotensin
D) Noradrenaline","إن لمعة كل مما يلي غير مهدبة ما عدا :

A) النبيب الداني.
B) النبيب القاصي.
C) النبيب الجامع.
D) عروة هائلي.",
3886,Fanar-1-9B,both_correct,1,1,C,C,C,"Key hypotheses for primary hypertension include

A) Decreased cardiac output.
B) Low-salt diet.
C) Water and salt retention.
D) Decreased vascular resistance.","من المناعة المكتسبة :

A) الليزوزيم
B) اللمفاويات المفعلة
C) الاضداد
D) الاجابتين b+c",
3107,Fanar-1-9B,both_correct,1,1,D,D,D,"The bile reservoir outside of digestion, which also serves to concentrate bile, is located in

A) the pancreas;
B) the islets of Langerhans;
C) the liver;
D) the gallbladder.","يزداد الإفراغ المعدي بازدياد كل مما يلي ما عدا:

A) حجم الطعام في المعدة.
B) حموضة الكيموس.
C) الضغط الحلولي للكيموس.
D) غنى الكيموس بالبروتينات.",
1384,Fanar-1-9B,both_correct,1,1,B,B,B,"The incidence of dizygotic twinning increases with

A) a higher number of spontaneous abortions in females
B) a family history of twinning
C) association with shorter stature in women
D) younger maternal age","كل ما يلي يسبب طفرة انزياح الإطار ماعدا:

A) إضافة نكليوتيد
B) استبدال نكليوتيد واحد
C) حذف نكليوتيد
D) إضافة أو حذف أكثر من نكليوتيد واحد",
4593,Fanar-1-9B,both_correct,1,1,C,C,C,"The sampling unit is

A) Sampling method
B) A set of sample items
C) A sample item
D) The sampling frame","لا يحتوي السجل الطبي على:

A) الصفحة التعريفية
B) تقرير العمل الجراحي
C) بطاقات المداواة اليومية
D) العدد الإجمالي للقبول بالمشفى",
2009,Fanar-1-9B,both_correct,1,1,A,A,A,"The gene affected by mutation in malignant hyperthermia

A) RYR
B) MDR
C) CYPD
D) RP1","نقطة تحقق المغزل:

A) نقطة التحقق G1
B) نقطة التحقق G2
C) نقطة التحقق S
D) نقطة التحقق M",
41,Fanar-1-9B,both_correct,1,1,D,D,D,"All of the following are true about the respiratory epithelium

A) Basophils are mitotically active stem cells
B) Goblet cells are more abundant than ciliated cells
C) Granulocytes are neuroendocrine
D) A+C
E) All of the above are true","كل ما يلي صحيح عن الظهارة التنفسية:

A) الخلايا القاعدية هي خلايا جذعية نشطة انقسامياً
B) الخلايا الكأسية أكثر وفرة من الخلايا مهدبة
C) الخلايا الحبيبة تعتبرعصبية صماوية
D) A+C
E) كل ما سبق صحيح",
1614,Fanar-1-9B,both_correct,1,1,C,C,C,"This disease is caused by a point mutation resulting in

A) The substitution of the amino acid aspartic acid with the amino acid valine
B) The absence of beta-chain synthesis
C) The substitution of the amino acid glutamic acid with the amino acid valine
D) The substitution of the amino acid serine with the amino acid glycine","البروتين الشحمي HDL

A) يحتوي على نسبة مرتفعة من الشحوم الثلاثية.
B) يحتوي على الصميم 100-apoB.
C) بتشكل في الكبد والأمعاء.
D) يحتوي على نسبة منخفضة من البروتينات.",
346,Fanar-1-9B,both_correct,1,1,A,A,A,"It constitutes most of the tongue's muscle mass.

A) Genioglossus
B) Umbohyoidus
C) Lymphoglossus
D) Geniohyoidus
E) Biventricularus","ما يلي من تلافيف الوجه السفلي لنصف الكرة المخية ماعدا :

A) المستقيم
B) حصان البحر
C) اللساني
D) المحجن",
4000,Fanar-1-9B,both_correct,1,1,D,D,D,"The heart rate increases in all but the following situations

A) Sympathetic stimulation.
B) Fever.
C) Hemorrhage.
D) Hypothyroidism.","تزداد كمية الماء الموجودة في الاحياز الخاصة:

A) الاسهال
B) الأقياء
C) التجفاف
D) الجنب وانصباب الجنب",
2549,Fanar-1-9B,both_correct,1,1,D,D,D,"The three main sites for measuring nuclear temperature are

A) Rectum
B) Pharynx
C) Ear
D) All of the above","وسط الربح في النزر معين هو مادة يمكن التحكم بها :

A) نقاوتها
B) أبعادها وشكلها
C) تركيزها
D) كل ما سبق صحيح",
1572,Fanar-1-9B,both_correct,1,1,C,C,C,"All of the following statements regarding hepatitis B testing are true except

A) A positive HBsAg result indicates a recent or past infection.
B) A negative HBsAg result suggests a positive HBsAb result.
C) A positive HBcAg result indicates a recent viral infection.
D) HBsDNA can be ordered to determine the viral copy number.","ليس من صفات الوراثة عديدة العوامل:

A) يزداد اختطار الرجعة لدى الأقرباء
B) ليس لديها ميل للجنس
C) تضافر كل من العوامل الجينية والبيئية
D) يزداد اختطار الرجعة بازدياد وخامة المرض",
1394,Fanar-1-9B,both_correct,1,1,D,D,D,"The final step in the initiation phase of translation in eukaryotes is the formation of the complete ribosome, which has a size of

A) 60 s
B) 50 s
C) 70 s
D) 80 s","غياب الفركتوز في السائل المنوي يكون في حال:

A) انسداد الأنابيب المنوية
B) غياب التستوسترون
C) سوء تصنع في الحويصلين المنويين
D) كل ما سبق صحيح",
2846,Fanar-1-9B,both_correct,1,1,D,D,D,"The spectrum of erythematous effects

A) Redness of the skin due to radiation.
B) The change in the effect of light on the cornea and skin of humans as a function of wavelength.
C) The rate of physiological activity as a function of the wavelength of light.
D) All of the above are true.","NMR هو أداء فعالة في :

A) مجالات الفيزياء والكيمياء الحيوية :
B) التصوير الطبي والتحليل
C) البحث العلمي
D) كل ما سبق صحيح",
3362,Fanar-1-9B,both_correct,1,1,C,C,C,"Choose the correct statement about S. pyogenes

A) It secretes the enzyme hyaluronidase, which prevents blood clotting.
B) It cannot be treated with penicillin.
C) It secretes an erythrogenic toxin that causes scarlet fever.
D) It causes alpha-hemolysis.
E) It has hemolytic toxins H₂O₂.","تشاهد علامات ونتربوتوم في:

A) المثقبية الأفريقية
B) كلابية الذئب الملتوية
C) الملقوة الكلبية
D) اللوالوا
E) الديدان القوسية",
162,Fanar-1-9B,both_correct,1,1,B,B,B,"The endoneurium

A) is composed of several layers of flattened epithelial cells produced by Schwann cells
B) surrounds a group of axons within the nerve
C) All of the above are incorrect
D) All of the above are correct","ال endoneurium :

A) يتألف من عدة طبقات من خلايا مسطحة ظهارية الشكل تنتجه خلايا شوان
B) يحيط بمجموعة من المحاوير ضمن العصب
C) كل ما سبق خطأ
D) كل ما سبق صحيح",
894,Fanar-1-9B,both_correct,1,1,B,B,B,"Lacrimal junctions except

A) Superiorly with the frontal junction
B) Posteriorly with the greater sphenoid wing
C) Anteriorly with the frontal process of the maxilla
D) Inferiorly with the maxilla","الغمد الليف العاطف:

A) يشكل نفق مسدود بعيداً
B) فى الإبهام يمر فية وتران
C) له غشاء زليلى
D) يرتكز على اللفافه العميقة",
1807,Fanar-1-9B,both_correct,1,1,C,C,C,"The chromosome number in a human cell entering the division phase is

A) 1n
B) 3n
C) 2n
D) 4n","قد يكمن السبب الفيزيائي لظهور العصابات في النمط النووي إلي كل ما يلي ماعدا:

A) الاختلاف بتركيب النكليوتيدات
B) وجود بني ثانوية مثل العري في مناطق من الصبغيات دون غيرها
C) ارتباط بروتينات معينة مع مناطق محددة من الصبغيات دون غيرها
D) نوع معالجة الصبغيات قبل التلوين",
74,Fanar-1-9B,both_correct,1,1,B,B,B,"Adrenaline is secreted from

A) the adrenal cortex
B) the adrenal medulla
C) the spleen
D) the pancreas","يفرز الأدرينالين من :

A) قشرة الكظر
B) لب الكظر
C) الطحال
D) البنكرياس",
79,Fanar-1-9B,both_correct,1,1,C,C,C,"T4 hormone is produced by

A) The thymus
B) The adrenal gland
C) The thyroid gland
D) The pituitary gland","ينتج هرمون T4 من :

A) التوتة
B) الكظر
C) الدرق
D) النخامى",
454,Fanar-1-9B,both_correct,1,1,D,D,D,"The upper end of the femur contains

A) the greater trochanter.
B) the lesser trochanter.
C) the intertrochanteric crest.
D) All of the above.","تحوي الطبقة النووية الداخلية للشبكية العصبية أنوية :

A) خلايا العصي
B) خلايا المخاريط.
C) الخلايا عديمة التغصنات
D) كل من a و .b",
402,Fanar-1-9B,both_correct,1,1,B,B,B,"The primary motor cortex is located

A) In front of the lateral gyrus.
B) In the precentral gyrus.
C) Behind the Rolando fissure.
D) In the insula.","يتكون الزنار الحضي:

A) من العظمين الوركيين و العجز.
B) من العظمين الوركيين والعظمين الفخذيين.
C) من العجز و العظمين الفخذيين.
D) من العظمين الوركيين.",
23,Fanar-1-9B,both_correct,1,1,D,D,D,"Choose the correct answer regarding ovulation

A) It occurs around day 14 of the menstrual cycle.
B) It results in a secondary oocyte and one polar body.
C) If the secondary oocyte is not fertilized within 24 hours, it begins to degenerate.
D) All of the above are correct.","اختر الإجابة الصحيحة حول Ovulation :

A) تحدث حوالي اليوم 14 من الدورة الشهرية.
B) ينتج عنها خلية بيضية ثانوية و جسم قطبي واحد.
C) إذا لم تتلقح الخلية البيضية الثانوية خالل 24 ساعة تبدأ بالتنكس.
D) كل ما سبق صحيح.",
4062,Fanar-1-9B,both_correct,1,1,C,C,C,"Direct blockers

A) Bind to and stimulate neurotransmitter receptors
B) Increase presynaptic neuron activity
C) Bind to neurotransmitter receptors and inhibit their action
D) Decrease presynaptic neuron activity","الخلايا الدبقية التي تشكل جزء من الحاجز الوعائي الدموي هي:

A) الخلايا السيسائية
B) الخلايا الدبقية الصغيرة
C) الخلايا النجمية
D) الخلايا الدبقية قليلة التغصنات",
396,Fanar-1-9B,both_correct,1,1,C,C,C,"The renal medulla consists of

A) 6 pyramids
B) 8 pyramids
C) 12 pyramids
D) 14 pyramids","يمتد مباشرة على عظم العضد: (2007 أولى)

A) العصب الزندي .
B) العصب العضلي الجلدي .
C) العصب الكعبري .
D) الشريان العضدي العميق .",
2726,Fanar-1-9B,both_correct,1,1,B,B,B,"A compound with a double bond

A) Ethane
B) Ethen
C) Methane
D) Hexane","أن الكلوريدات الأريلية ك:

A) تتحمله ببطء
B) تتحمله بسرعة
C) لا تتحمله
D) ليس أيا مما سبق",
3119,Fanar-1-9B,both_correct,1,1,D,D,D,"The pattern of response of an organ innervated by the autonomic nervous system (excitation or inhibition) is determined by

A) Whether it is innervated by the sympathetic nervous system.
B) Whether it is innervated by the parasympathetic nervous system.
C) Whether it is innervated by both.
D) The type of receptors present in the organ.","يزداد زمن الإفراغ المعدي عند كل مما يلي ما عدا:

A) غنى الكيموس بالمواد الدسمة.
B) زيادة حجم وجبة الطعام.
C) تناول وجبات صلبة.
D) تثبيط إفراز الـ CCK.",
1576,Fanar-1-9B,both_correct,1,1,C,C,C,"Death in thalassemia patients is caused by

A) Hemolysis
B) Accumulation of fetal hemoglobin
C) Iron overload
D) Severe and frequent painful episodes","كل ما سبق صحيح.

A) في التهاب السحايا الجرثومي نلاحظ مخبريا:
B) بروتين CSF أقل من 60 ملغ /دل.
C) الكريات البيض أكثر من 1000 كرية مم .
D) كل ما سبق خطا.",
2376,Fanar-1-9B,both_correct,1,1,A,A,A,"A bulge forms where the walls of the aorta weaken in the case of

A) Aortic aneurysm
B) Thrombosis
C) Arteriosclerosis
D) All of the above","تتميز الأصبغة السلة بعتبة لبزرة

A) منخفضة جدا
B) مرتفعة جدا
C) متوسط
D) A,C",
957,Fanar-1-9B,both_correct,1,1,C,C,C,"The uterus is attached to the lateral walls of the pelvis by the following ligaments

A) Inguinal
B) Round
C) Broad
D) Venous","ليست من عضلات الرأس

A) القترائية
B) الوجنية
C) الصدغية
D) الماضغة",
230,Fanar-1-9B,both_correct,1,1,B,B,B,"Cells found in the skin that act as sensory receptors

A) Langerhans cells.
B) Merkel cells.
C) Melanin cells.
D) a+b","تمثل العضلة الدافعة في المثانة الطبقة

A) المخاطية
B) العضلية
C) المصلية
D) تحت المخاطية",
4612,Fanar-1-9B,both_correct,1,1,D,D,D,"Which of the following are characteristics of population registers except

A) Comprehensiveness
B) Mandatory nature
C) Free of charge and linked to the national identification number
D) Periodicity every five years","إذا قبل المريض في يوم وتخرج في اليوم الذي يليه يحتسب يوم:

A) الدخول
B) الخروج
C) مدة الاستشفاء
D) كل ما سبق صحيح",
2538,Fanar-1-9B,both_correct,1,1,A,A,A,"Some of the problems we face in optical microscopes when using light with very short wavelengths include

A) Manufacturing suitable lenses
B) Manufacturing suitable magnifiers
C) Finding suitable electrons
D) Manufacturing suitable screens","أدت فكرة الطبيعة الموجبة للإلكترونات الى :

A) تصميم مجاهر الكترونية تكبيرها اعلى من المجاهر الضوئية
B) تصميم مجاهر الكترونية تكبيرها اعلى من المجاهر الالكترونية
C) تصميم مجاهر الكترونية خاصة للإلكترونات
D) تصميم مجاهر ضوئية والكترونية",
2100,Fanar-1-9B,both_correct,1,1,C,C,C,"The role of apoptosis

A) Forming many tissues
B) Maintaining organ size
C) All of the above are true
D) All of the above are false","يهدف تفاعل البوليميراز التسلسلي اللحظي والكمي الى:

A) حري وجود الطفرات في نسخ الدنا.
B) قياس العدد البدئي لنسخ الدنا في العينة.
C) تضخيم شدفة من الدنا لعدد كبير من المرات.
D) معرفة تسلسل النوكليوتيدات في شدفة من الدنا.",
4800,Fanar-1-9B,both_correct,1,1,B,B,B,"When collecting data from a pharmaceutical company's sales, the data source is

A) External
B) Internal
C) Advertised
D) A+C","عرف علم الإحصاء بانه العلم الذي يختص بجمع وتحليل وتفسير المعطيات الكمية هو:

A) Bodding ton .
B) Lovitt .
C) Codencroxton
D) الخبراء بشكل عام",
