id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
4010,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"All of the following are examples of multipolar neurons except

A) Spinal motor neurons
B) Purkinje cells in the cerebellum
C) Retinal cells
D) Pyramid cells in the brain","غازات في الكولون مسؤولة عن رائحة براز :

A) الاندول و السكاتول
B) المركبتان
C) كبريت الهيدروجين
D) كل ما سبق صحيح",
974,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The line – M – in the sarcomere represents

A) The region where the actin filaments of two adjacent sarcomeres converge.
B) A band of connections between myosin filaments.
C) Actin filaments.
D) Myosin filaments.

E) The protein titin.","كل ما يلي عن المعي الدقيق صحيح عدا :

A) يمتد من فتحة البواب إلى بداية المعي الغليظ
B) يتألف من ثلاثة أقسام العفج ، الصائم واللفائفي
C) يكون القسم الأكبر من العفج متحركا
D) يتحرك الصائم واللفائفي بحرية",
509,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"From the heart to the pylorus, the left border of the stomach

A) Lesser curvature
B) Lesser omentum
C) Greater curvature
D) Body",". الاجابة الصحيحة المتعلقة بالعرف الوتدي

A) يتمفصل مع الصفيحة العمودية للعظم الغربالي
B) يسهم في تشكيل سقف الانف
C) يشكل مسكن الغدة النخامية
D) يقع على جانبيه ثقينا النفق البصري",
3357,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"Cryptococcus in humans is located in

A) the duodenum
B) the small intestine
C) the large intestine
D) the small and large intestines
E) especially the rectum","كل ما يلي حول داء اللايشمانيات الجلدي صحيح ماعدا:

A) الليشتيا الكبرى هي العامل المسبب للشكل الريفي
B) الليشمانيا المدارية هي العامل المسبب للشكل الحاد
C) تعتبر القوارض المستودع الرئيسي للشكل الرطب
D) العامل الناقل للشكل الرطب هو P. papatasi
E) نادراً ما تكون الآفة متعددة في الشكل المدني",
1321,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"In the citric acid cycle, it works with the following cofactor enzymes except

A) Phosphorylase
B) FAD
C) NAD
D) CoA","اختر الاجابة الصحيحة:

A) ينتمي كل من الأدنين والسيتوزين الى البورينات
B) ينتمي كل من التيمين والسيتوزين الى البيريميدينات
C) ينتمي كل من الغوانين والتيمين الى البيريميدينات
D) ينتمي كل من الغوانين والسيتوزين الى البورينات",
3611,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"Changes in eye function in retrobulbar neuritis include: Choose the correct answer

A) Decreased visual acuity
B) Central opacity
C) Narrowing of the peripheral visual field, especially red and green vision
D) All of the above are correct","الورم الكاذب للحجاج ما عدا: امراض العصب البصري

A) يحدث بين ال 20-50 سنة من العمر
B) غالباً ثنائي الجانب عند الكبار
C) غالباً ثنائي الجانب عند الاطفال
D) قد تسبب إصابات في حدة البصر وتليف في أنسجة الحجاج",
2789,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"In the following equilibrium, the rate of the forward reaction increases: H₂ + I₂

A) as the concentration of H₂ increases
B) as the concentration of I₂ decreases
C) as the concentration of HI increases
D) A change in the concentration of either component does not affect the rate of the forward reaction","وفقا للنظرية ……………تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة ....... للجزيئات التي يتكون منها :

A) الحرارية - الحركية
B) الحركية - الحركية
C) الحرارية - الحرارية
D) الحركية - الحرارية",
1124,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"Which of the following types of peripheral nerves are NOT

A) Motor
B) Muscle
C) Sensory
D) Peripheral","في حال حدوث كسر في جدل عظم العضد بين الثلث المتوسط والقاصي فإن أكثر الأعصاب تعرضًا للأذية:

A) العصب الزندي
B) العصب العضلي الجلدي musculocutaneous
C) العصب الكعبري
D) العصب الناصف
E) العصب الإبطي",
1118,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"Cells that synthesize antibodies in response to antigens

A) Plasma cells
B) Macrophages
C) Neutrophils
D) Basophils
E) All of the above are incorrect.","من محتويات الناحية السرية إجابة واحدة صحيحة :

A) الفص الأيسر للكبد والمعدة
B) الطحال
C) القولون الصاعد والكلية اليمني
D) العرى المعوية",
1336,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"All of the following statements about the half-life of proteins are true except

A) Collagen – 200 hours.
B) Insulin – 6.5–9 minutes.
C) Muscle proteins – 1800 days.
D) Transport proteins – a few seconds.","من الاختلاطات المتأخرة لداء السكري:

A) اعتلال الأعصاب السكري
B) إصابة شبكية العين
C) القدم السكرية
D) كل ما سبق صحيح",
1832,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"All of the following are methods used to verify multifactorial traits except

A) Heritability.
B) Large-genome linkage studies.
C) Experimental risk.
D) Criticism and expression.","الناعور A:

A) عوز في العامل الثامن لتخر الدم
B) قصور قشرة الكظر
C) عوز الفوسفات
D) عوز إنزيم HGPRT",
1919,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"The transcription bubble is generated by

A) DNA polymerase
B) Helicase enzyme
C) DNA-binding proteins
D) RNA polymerase","الحويصلات المسؤولة عن النقل المنظم والاساسي للمواد الإفرازية خلال الإيماس :

A) حويصلات مغطاة بالكلاثرين .
B) حويصلات مغطاة بالكوب ١ .
C) حويصلات مغطاة بالكوب ٢ .
D) حويصلات مغطاة بالكوب ٣ .",
3112,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"All of the following stimulate gastric secretion except

A) Secretin.
B) Hypoglycemia.
C) Histamine.
D) Parasympathetic stimulation.","يفرز كل ما يلي من مخاطية الأنبوب الهضمي عدا:

A) الغاسترين.
B) السيكريتين.
C) الكوليسيستوكينين.
D) الكيموتريسين.",
3687,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"Causes of craniocytosis (the presence of white blood cells without bacteria) include

A) Leptospira infection
B) Diabetes mellitus
C) Urine contamination
D) Typhoid fever","فقر الدم بعوز الحديد:

A) نادر الحدوث
B) من علاماته الضخمة الكبد
C) من مسبباته الداء الزلاقي
D) كل ما سبق خطأ",
111,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The following statements about elastic arteries are incorrect

A) They help stabilize blood flow.
B) They are yellowish in color due to cholesterol buildup.
C) They have an inner elastic lamina.
D) All of the above are incorrect.","العبارة الخاطئة عن الشرايين المرنة هي :

A) تساعد على استقرار ضخ الدم.
B) لونها مائل للأصفر بسبب تراكم الكولسترول.
C) الصفيحة المرنة الداخلية موجودة.
D) كل ما سبق خاطئ.",
3411,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"The following are examples of the ingenious symmetry of the following: (Choose the correct answer)

A) The sexual life cycle occurs in rodents.
B) The infectious form is the oocyst found in cat feces.
C) The oocyst needs a period of time to become infectious.
D) The animal reservoir is livestock.
E) Transmission occurs via the respiratory route.","بطور ربوي .

A) بفترة حياة قد تصل ل ٣٠ سنة
B) بعدوى ذاتية داخلية وخارجية
C) تتمايز الفتاكة الامريكية عن الملقوة العفجية بكل ما يلي عدا:
D) اقصر طولا
E) بيبوض اصغر حجما",
1736,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"Second-degree relatives share

A) All of the genetic material.
B) Half of the genetic material.
C) One-quarter of the genetic material.
D) One-eighth of the genetic material.","ينظم تجمع الخلايا في كل تجمع خلوي بوساطة

A) ضبط معدل الانقسام الخلوي
B) ضبط معدل الموت الخلوي
C) كل ما سبق صح
D) كل ما سبق غلط",
4157,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"What is responsible for depolarization?

A) Inflow of sodium ions
B) Exodus of sodium ions
C) Inflow of potassium ions
D) Exodus of potassium ions","يسبب التنبيه اللاودي على القلب:

A) زيادة القوة الانقباضية للعضلة القلبية.
B) تباطؤ ضربات القلب.
C) تسريع التوصيل.
D) تسرع ضربات القلب.",
3855,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"Most of the filtered water is reabsorbed at the level of

A) Proximal tubules
B) Loop of Hanley
C) Distal tubules
D) Collecting tubules","تحّرض العوامل التالية إفراز عصارة بنكرياسية غنّية بالإنزيمات:

A) الأستيل كولين والكوليسيستوكينين
B) الأستيل كولين والسكرتين
C) السكرتين والكوليسيستوكينين
D) السكرتين والغاسترين",
4085,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"All of the following are true about intestinal enzymes EXCEPT

A) Enterokinase converts trypsinogen to trypsin
B) Aminopeptidase converts polypeptides into amino acids and di- and tripeptides
C) Isomaltase breaks down sucrose
D) Lactase breaks down lactose","في إصدار تحت الأحمر المتوسط توجد ليزرات:

A) سيلينيد الرصاص
B) الشلال الكمومي
C) الديود الليزري
D) كل ما سبق صحيح",
838,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"The region between the two vocal folds

A) vestibule
B) ventricle
C) glottis fissure
D) subglottic cavity","أي الاتي حول epiglottis صحيح:

A) سطحها الحنجري مغطى بظهارة مطبقة كاذبة اسطوانية.
B) يوجد في الصفيحة المخصوصة غدد مصلية فقط
C) تبرز من الطرف السفلي للحنجرة.
D) سطحها اللساني يغطى بظهارة مطبقة كاذبة مسطحة.",
2770,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"The force of viscosity

A) Opposes the flow of the fluid
B) Helps the flow of the fluid
C) Is unrelated to the flow of the fluid
D) All of the above are true","بقدر إمتصاص الطاقة في الهواء المقابل لتعرض قدره 1R بنحو :

A) 8.69×103 J
B) 8.69 J
C) 8.69×103 J/g
D) 8.69x103 J/kg",
1844,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"Examples of chromosomally linked genetic disorders include

A) Alport syndrome.
B) Huntington's disease.
C) Cystic fibrosis.
D) Diabetes mellitus.","الصفيحة النووية تتألف من:

A) اللامين.
B) LBR و اللامين .
C) LBRو اللامين و الامبرين .
D) ریبوزومات .",
2936,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"In Rutherford's experiment, when an alpha particle approaches the nucleus to its closest possible distance, at this distance

A) Kinetic energy is converted into gravitational potential energy
B) Potential energy is converted into kinetic energy
C) Kinetic energy is converted into Coulomb energy
D) Potential energy is converted into thermal energy","عامل shear هو

A) عامل المرونة الحجمي
B) عامل القص وبعبر عن قساوة النسيج
C) عامل مرونة المادة
D) الكتلة الخطبة .",
361,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"The internal muscles of the hand

A) are all innervated by the ulna
B) flex the interphalangeal joints
C) Four of them do not originate from bone
D) Their tendons insert on the margins of the phalanx bases","التلفيف خلف المركزي يحوي باحة :

A) الحس الجسدي الأولية
B) الحركة الأولية
C) الحس الثانوي
D) السمع",
2108,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"Choose the incorrect answer

A) Genes are a sequence of nucleotide pairs
B) One gene locus has only one allele
C) Nucleotides code for the information that gives a gene, which is a protein in most cases
D) Human genes are given by capital letters in italics according to LSGN:","البيولوجيا الجزيئية:

A) بغية معرفة الآلية التي تسبب فيها التغيرات في هذه الجزيئات الكبيرة تعطيلا للعمليات الحيوية
B) تهدف إلي فهم آليات العمليات الحيوية ضمن الخلية علي المستوي الجزيئي
C) تقاطع لعلوم الوراثة والكيمياء الحيوية
D) كل ما سبق صحيح",
4555,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"(3.49) Φ equals

A) -0.9998
B) -0.7998
C) -0.8998
D) -0.0998","معامل الارتباط الخطي R:

A) نصف معامل التحديد
B) ربع معامل التحديد
C) الجذر التربيعي لمعامل التحديد مضروب بإشارة a
D) كل ما سبق خطأ",
4802,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The advantages of in-depth interviews, except

A) They provide rich and in-depth data
B) They require significant effort and resources
C) They allow for clarification of issues
D) They elicit useful responses","المخطط الذي يساعد بدراسة العلاقة بين متغيرين وطبيعتها:

A) مخطط الفطيرة
B) مخطط الصندوق
C) مخطط الساق والورقة
D) مخطط الانتشار",
1028,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"The soleus line: (2016)

A) Origin of the soleus muscle.
B) Above it, the posterior tibia originates.
C) Below it, the plantar fascia originates.
D) It lies in the middle of the posterior surface of the tibia.","الغضروف المرتبط مع الحلقة الرغامية الأولى:

A) الحلقي
B) الطرجهالي
C) الدرقي
D) القريني",
4354,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"Cells that respond to neurons after the parasympathetic ganglia

A) Acetylcholine
B) Norepinephrine
C) Adrenaline
D) Norepinephrine or Acetylcholine","يُمتص الإشعاع في المجال فوق البنفسجي والمرئي من الطيف بشكل رئيسي عن طريق:

A) البروتينات
B) الأصبغة
C) جزيئات الماء
D) A, B",
4547,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"The relationship ( ) is used to

A) Estimate the population mean
B) Estimate the population variance
C) Estimate the variance of the mean
D) Estimate the standard deviation","يجب أن يكون حجم العينة صغيرا في حال:

A) المجتمع غير متجانس
B) الميزانية صغيرة
C) دقة الدراسة غير مهمة
D) كل ما سبق",
16,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The ridge of the branch that forms the angle of the mandible

A) Anterior
B) Posterior
C) Superior
D) Distal","الحافة من الفرع التي تشكل زاوية الفك السفلي:

A) الأمامية
B) الخلفية
C) العلوية
D) الوحشية",
4066,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"The mechanisms of ventricular fibrillation include

A) Prolonged pathway of the impulse, as in dilation of the heart chambers.
B) Increased impulse speed.
C) Increased refractory period.
D) Stimulation of a point in the myocardium that propagates in one direction.","يزداد إنتاج الإريثروبيوتين في حالات نقص الأكلر التالية:

A) داء مونغ.
B) تخرب نقي العظم.
C) قصور القلب.
D) كل ماسبق صحيح.",
802,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"The renal vein empties into

A) the single vein
B) the semi-singular vein
C) the inferior vena cava
D) the superior vena cava",". يقع في عمق التلم الوحشي

A) فص الجزيرة
B) الفص الجبهي
C) الفص الجداري
D) الفص القذالي",
2346,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"Radioactive transmission occurs in

A) Air
B) Vacuum
C) A, B
D) All of the above are incorrect","مجموع الكتل الذرية النسبية في مركب أيوني هي:

A) الكتلة الجزيئية النسبية
B) الكتلة الصيغية النسبية
C) الكتلة الأيونية النسبية
D) الكتلة الذرية النسبية",
633,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"Each liver segment contains

A) a branch of the hepatic artery
B) a branch of the portal vein
C) a bile duct
D) all of the above","تحوي الظهارة الشمية على:

A) خلايا قاعدية –عصبونات شمية – خلايا داعمة
B) خلايا قاعدية –خلايا كولشيسكي –عصبونات شمية
C) خلايا كأسية – خلايا قاعدية – عصبونات شمية
D) خلايا كأسية – عصبونات شمية – خلايا داعمة",
1593,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"A haploid sperm fertilizes an egg containing 21 chromosomes, resulting in a zygote containing

A) 46
B) 45
C) 47
D) 69","حالة المهق Albinism:

A) سبيها عوز إنزيم (تيروزيناز).
B) قد يحدث لدى المريض رهاب ضوئي.
C) يكون شعر المريض أبيض اللون.
D) كل ما سبق صحيح.",
1822,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"A recessive gene tree in which both parents are affected is characterized by

A) Only males are affected.
B) Only females are affected.
C) All offspring are unaffected.
D) All offspring are affected.","الجزيئة الأم للستيرونيدات

A) الماء
B) الكوليسترول
C) الكوريتزول
D) لا شيء مما سبق",
4369,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"A rightward shift in the hemoglobin oxygen dissociation curve leads to

A) a decrease in the percentage of hemoglobin oxygen saturation
B) a decrease in the amount of oxygen released to the tissues
C) an increase in the percentage of hemoglobin oxygen saturation
D) a decrease in the amount of carbon dioxide bound to hemoglobin","عامل تفرزه الكلية ويؤثر في تشكيل الكريات الحمر:

A) الاريثروبويتين
B) الانترولوكين
C) التروميو موديولين
D) الترومبوبويتين",
2338,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The source of gamma rays that provides another source of potentially useful X-rays, with energies close to those of the original gamma rays, is

A) External transformation
B) Internal transformation
C) Fluorescence
D) Positron emission","عندما يكون عمر الحالة المثارة طويلا تدعى القوى :

A) مستقرة
B) غير مستقرة
C) شبه مستقرة
D) B,C",
919,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"Partoid gland innervation by nerve

A) Glossopharyngeal nerve
B) Facial nerve
C) Hypoglossal nerve
D) Glossal nerve","يشغل الجزء العلوي من قبة القحف

A) العظم الجداري
B) العظم الجبهي
C) العظم القذالي
D) العظم الوتدي",
760,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"Intramuscular injections can be administered into the upper part of

A) Biceps brachii
B) Deltoid
C) Coracobrachialis
D) Trochanterus minor","-ينفتح على القرين الانفي العلوي :

A) الجيب الوتدي
B) الجيب الفكي
C) الجيب الغربالي
D) الجيب الجبهي",
2606,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"All of the following are uses of terahertz except

A) Medical imaging and diagnosis
B) Security scanning
C) Treatment of skin conditions such as psoriasis and vitiligo
D) Quality control in semiconductor industries","أيا من الطرائق سمح برؤية كل من برنشيم الكبد والطحال والكبد والبنكرياس او الكليتين :

A) التصوير المقطعي
B) التصوير بالأشعة السينية
C) التصوير المقطعي المحوسب
D) التصوير بالصدى",
1346,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"Vitamin A functions in all of the following except

A) Vision
B) Growth
C) Epithelial formation
D) Blood clotting","كل مما يلي من صفات بروتين الكولاجين ما عدا:

A) يكثر في بيئته وجود الأرجنتين.
B) يتحمل قوة شد كبيرة جدا.
C) ذو بنية حلزونية ثلاثية تشبه الحبل.
D) يشكل حوالي ثلث كتلة البروتين الإجمالية في الجسم.",
2436,Mistral-7B-Instruct-v0.3,both_correct,1,1,A,A,A,"Alkane halogens undergo a reaction with alkalis.........

A) Nucleophilic substitution
B) Electrophilic substitution
C) Addition
D) None of the above","لا تنتمي طريقة التصوير التالية الى طرائق التصوير التشخيصي في الطب النووي:

A) التصوير الومضاني scintigraphy .
B) SPECT .
C) PET.
D) التجاوب المغناطيسي النووي .",
4738,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"Which of the following data collection steps is NOT

A) Problem identification
B) Method selection
C) Source selection
D) Lack of agreement on the unit of measurement","من العوامل الاجتماعية الاقتصادية التي تؤثر في الخصوبة هي:

A) تعليم الفتاة.
B) التحضر .
C) العمل.
D) كل ما ذكر صحيح .",
2381,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"When a beam of electrons and a beam of protons pass near a negatively charged plate, the electron beam is deflected away from the plate, and the proton beam is deflected towards the plate

A) The magnitude of the electron beam's deflection is similar to the magnitude of the proton beam's deflection.
B) The magnitude of the proton beam's deflection is slightly greater than the magnitude of the proton beam's deflection.
C) The magnitude of the electron beam's deflection is much greater than the magnitude of the proton beam's deflection.
D) The magnitude of the deflection depends on the number of protons and the number of electrons in each beam.","– التواتر والطول الموجي هي من مميزات :

A) الموجة
B) الجسيم
C) الموجة والجسيم
D) ليس أيا مما سبق",
3689,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"Functions of calcium

A) Transmission of nerve impulses
B) Inhibition of neuromuscular excitability
C) Activation of enzymes
D) All of the above are correct","من أسباب البيلة القحفية (وجود كريات بيض بدون بكتيريا) :

A) الإصابة بالجراثيم من نوع البريميات
B) الداء السكري
C) تلوث عينة البول
D) الإصابة بالحمى التيفية",
2046,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"At the end of meiosis, due to crossing over, each pair of duplicated chromosomes results in

A) Four recombinant chromosomes.
B) Four non-recombinant chromosomes.
C) Three recombinant chromosomes and one non-recombinant chromosome.
D) Two recombinant chromosomes and two non-recombinant chromosomes, which are distributed independently among the four gametes.","كل ما يلي صحيح لكشف وجود الطفرات عن طريق تحليل منحنى الانصهار ما عدا:

A) تعطي الصبغات المفلورة فلورة فقط عند ارتباطها بنواتج الـPCR ثنائية الطاق
B) نعرضّ نواتج الـPCR إلى درجات حرارة متزايدة للكشف اللحظي عن انفضال طاقي الدنا وتحوله إلى أحادي الطاق فتنخفض شدة الفلورة بشدة
C) تعرف نقطة الانصهار بدرجة الحرارة التي تكون عندها جزيئة الدنا كلها أحادية الطاق
D) يمكن بواسطة هذه التقنية الكشف عن وجود الطفرة والتمييز بين النمطين المتماثل أو المتخالف للأليل الطافر",
455,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The following are true about platelets EXCEPT

A) They play a role in blood clotting
B) They are larger than red blood cells
C) An excess of platelets causes blood clots
D) A deficiency of platelets causes bleeding","يوجد في لنهايه العلويه لعظم الفخذي :

A) المدور الكبير.
B) المدور الصغير.
C) العرف بين المدورين.
D) كل ما سبق صحيح.",
1162,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The upper urinary tract consists of three layers. Choose the incorrect answer

A) The outermost layer
B) Followed by the subserosal layer
C) Then the muscular layer
D) Then the mucous layer","الشرايين التي تسير بين الفصوص بإتجاه القشرة على كل جانب من جانبي الهرم الكلوي :

A) الشرايين الفصية
B) الشرايين بين الفصوص
C) الشرايين المقوسة
D) الشرايين بين الفصيصات",
4220,Mistral-7B-Instruct-v0.3,both_correct,1,1,C,C,C,"The ion with the highest concentration within a neuron

A) Calcium
B) Sodium
C) Potassium
D) Chloride","كل مما يأتي يؤدي لتوسيع المعصرات قبل الشعرية:

A) زيادة معدل الاستقلاب
B) زيادة الأوكسجين
C) تاثير حمض اللين وال CO2
D) تأثير الأدينوزين والبوتاسيوم",
2959,Mistral-7B-Instruct-v0.3,both_correct,1,1,D,D,D,"All of the following are true about terahertz waves EXCEPT

A) Scanning a skin surface area of approximately 4 cm² takes about one minute.
B) By analyzing the pulses reflected from the skin, an almost three-dimensional image can be constructed extending to a small depth of skin.
C) Terahertz imaging can reveal that the contrast in the images likely reflects the water content of tissues.
D) Spleen diseases can be detected.","وظيفة الكاشف هي :

A) قياس شدة الاشعة النافذة
B) قياس طول الموجي النافذة
C) قياس توتر الاشعة
D) كل ما سبق خاطئ",
3285,Mistral-7B-Instruct-v0.3,both_correct,1,1,B,B,B,"The most appropriate diagnosis for chorioretinitis following ingestion of raw meat infected with

A) Contaminated with Toxoplasma gondii
B) Toxoplasma gondii
C) Trichinella spiralis
D) Bowmaniasis
E) Trypanosoma cruzi","من افضل وسائل الوقاية المتبعة لمنع انتشار المتورقة الكبدية

A) عدم اطعام الحيوانات النباتات الملوثة
B) غسل النباتات المائية أو عليها قبل تناولها
C) القضاء على العائل المتوسط
D) ارتداء احذية واقية اثناء العمل بالارض
E) عدم تلويث المياه بالمخلفات البشرية او الحيوانية",
