id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
1185,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"All of the following are true about the bladder except

A) The mucous membrane is lined with a transitional layer
B) The surface epithelial cells can be pear-shaped
C) The muscles are distributed in three indistinct layers
D) The thickness of the mucous membrane is constant and does not change","كل ما هو آت صحيح عن محفظة بومان ما عدا:

A) تتداخل الاستطالات القدمية مع بعضها لتشكل شقوق الرشح
B) تتصل المسافة المحفظية بجوفها مع لمعة الأنبوب القريب
C) تعطي الوريقة الحشوية استطالات ترافق تفرعات الأوعية الدموية
D) ترسل الخلايا القدمية استطالات سيتوبلازمية باتجاه المسافة المحفظية",
1179,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"A region in the retina containing small blood vessels that branch within the nerve fiber layer to nourish retinal cells

A) fovea centralis
B) eyelids
C) blind spot
D) apparatus","كل ما يلي من الخلايا الأقل شيوعا من الظهارية في البشرة ما عدا :

A) Melanocytes
B) Langerhans cells
C) Meckel's cells
D) Stem cells",
158,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"It passes through the carotid sheath and gives off branches to most of the palate muscles.

A) Dorsal nerve
B) Accessory (spinal) nerve
C) Vagus nerve
D) Phrenic nerve
E) None of the above","يمر ضمن الغمد السباتي ويعطي فروعاً لمعظم عضلات الحنك.

A) العصب ظهر الكتف
B) العصب اللاحق (الشوكي)
C) العصب المبهم
D) العصب الحجابي
E) لا شيء مما سبق",
2624,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"The intensity of fluorescence is proportional to the laser illumination.

A) Directly with
B) Inversely with
C) Directly with the square of
D) Inversely with the square of","اختر ناتج تفاعل المعادلة الأيونية NaOH29(aq) + FeSO4(aq)

A) Fe(OH)25 +Na2SO4
B) Na2SO4
C) Fe(OH)2 +Na2SO6
D) Fe(OH)2",
2715,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"The formula of the preceding compound is

A) published
B) structural
C) structural
D) informative","ان فقدان الحرار بالحمل في الهواء:

A) اقل منها في الماء
B) اعلى منها في الماء
C) تساوي الماء
D) كل ما سبق خاطئ",
4782,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"The median and Spearman's coefficient of rank correlation can be calculated on

A) Nominal scale
B) Interval scale
C) Relative scale
D) B+C","يحدد زمن حفظ السجلات الطبية ب:

A) خمس سنوات
B) عشر سنوات
C) حسب الأسس المتبعة محليا في كل بلد
D) حسب الأسس التي تحددها منظمة الصحة العالمية",
1170,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"All of the following are true about the junctionocldents zonula in capillaries EXCEPT

A) They are located between endothelial cells of physiological importance.
B) Their primary function is to ensure permeability to microparticles.
C) They play an important role in normal conditions.
D) They play an important role in pathological conditions.","الحزمة الوطانية النخامية #2# اسئلة (51-55) حدود المهاد اختر لكل جهة من المهاد البنية المناسبة المجاور لها :

A) ألياف مقوسة باطنة
B) ألياف مستنة حمراوية
C) ألياف النواة فوق البصرية
D) ألياف سمعية أولية",
791,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"All of the following are true about the hormone calcitonin EXCEPT

A) It is secreted by parafollicular cells
B) It raises blood calcium
C) It lowers blood calcium
D) It fixes bone calcium","الطبقة المحيطة بالقلب والمرتبط به:

A) التامور الليفي
B) التامور المصلي الجداري
C) التامور المصلي الحشوي
D) لا شيء مما سبق",
2503,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"The pressure exerted by a column of mercury 1 mm high is called

A) torr
B) bar
C) pascal
D) atmosphere","الاطمئنان على صحة الجنين عند المرأة الحامل يكون بإجراء:

A) الإيكو غرافي .
B) التصوير المقطعي المحوري .
C) التصوير الحراري .
D) تصوير مغناطيسية الدماغ .",
934,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"The ulnar nerve

A) is located in the posterior compartment of the humerus
B) is located anterior to the brachial artery
C) passes behind the medial epicondyle of the humerus
D) is located medial to the flexor ulnar tendon","يفصل بين المنخرين :

A) NASAL CAVITY
B) العظم الغربالي
C) NASAL SEPTUM
D) كل ما سبق خطأ",
4276,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"Pepsin is converted to pepsinogen by

A) Intrinsic factor
B) Hydrochloric acid
C) Vitamin B12
D) Glucagon","تعد من المناعة الفطرية اذ توجد على المخاطيات

A) . IgE
B) . IgA
C) . IgM
D) . IgG",
2638,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"When an electric dipole is subjected to an electric field, it experiences a moment that attempts to orient the dipole in

A) opposite direction of the field
B) direction of the field
C) direction perpendicular to the field
D) direction A, B","أكسيد الألمنيوم يتفاعل مع:

A) الماء
B) المحاليل الحمضية ولا يتفاعل مع القلوية
C) المحاليل القلوية ولا يتفاعل مع الحمضية
D) يتفاعل مع المحاليل الحمضية القلوية",
4493,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"The main assumption of calculating the linear correlation coefficient is

A) Predicting the values of one variable based on the other variable
B) Measuring the strength of the linear relationship between two variables
C) Graphing each of the studied variables
D) None of the above are true","ان معدل الوفيات الخام هو: .

A) عدد الوفيات خلال سنة / عدد السكان) × 1000
B) عدد الوفيات بين كل 1000 من السكان في سنة معينة
C) عدد الوفيات / عدد السكان 1000×
D) A+B",
304,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Characteristics of the large intestine's mucous membrane

A) It contains no intestinal villi.
B) The intestinal glands are long and densely packed.
C) Goblet cells and absorptive cells are very abundant.
D) All of the above are true.","يبطن بالنسيج الظهاري البسيط:

A) الحالب
B) الامعاء
C) الانبوب البولي
D) غشاء البريتوان",
1045,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Which of the following are characteristics of the coccygeal vertebrae except

A) The first one contains the coccygeal horns
B) The first one has some characteristics of vertebrae
C) There are 7 of them
D) They fuse together in the elderly","تكون معظم الخلايا في المحضرات النسيجية الأنابيب المنوية هي من نوع :

A) Spermatid
B) type B spermatogonia
C) primary spermatocyte
D) secondary spermatocyte",
2186,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"The energy carrier involved in photosynthesis is

A) NADPH / NADP+
B) NADH / NAD+
C) O- / O
D) Fe+2 / Fe+3","نواقل الالكترونات والانزيمات المتوضعة في الأغشية الخلوية:

A) سلسلة نقل الالكترون
B) مخازن الطاقة طويلة الأجل
C) الأشكال الطافية الجاهزة للاستخدام
D) لا شيء مما سبق",
930,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Which is the most common type of cartilage?

A) Fibrocartilage
B) Elastic cartilage
C) Hyaline cartilage
D) Both elastic and hyaline cartilage
E) All of the above are incorrect","يأتي السطح الكبير للأنبوب الهضمي مما يلي عدا :

A) زغابات دقيقة
B) الثنيات
C) انثناء و تعرج الأنبوب
D) دسامات كير كرينغ",
376,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"Muscles of bony origin that attach to the inner layer of facial skin

A) Masseter muscles
B) Facial expression muscles
C) Neck muscles
D) None of the above",". تقع الاعضاء التالية خلف البريتوان ماعدا

A) المعدة
B) الكلية اليسرى
C) الكظر
D) الكلية اليمنى",
834,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"The dilated upper section of the ureter is called

A) Renal sinus
B) Renal medulla
C) Renal pelvis
D) Renal pyramid","الطية الجلدية التي تغطي رأس القضيب تدعى

A) الحشفة
B) لفافة بوك
C) القلفة
D) البصلة",
2144,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Its surface contains ribosomes.

A) Smooth endoplasmic reticulum.
B) Golgi apparatus.
C) Outer nuclear membrane.
D) Inner nuclear membrane.","الصفيحة النووية هي

A) طبقة قاعدية تتوضع عليها النواة .
B) شبكة من البروتينات تتصل مع الغشاء الخارجي للنواة .
C) شبكة من البروتينات الليفية تدعم الغلاف النووي من الداخل .
D) بنية تشكل مخزناً الإبونات الكالسيوم.",
2612,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"All of the following are true about terahertz waves EXCEPT

A) The atmosphere is a strong absorber of terahertz waves in all cases.
B) Terahertz waves are used to detect the invisible.
C) Terahertz waves are used to diagnose cancer at an early stage.
D) Terahertz waves are used to locate cancer at an early stage.","عند وضع بعض الذرات في حقل مغناطيسي لوحظ :

A) انشطار خطوط الاصدار الأحادية إلى مجموعات من ثلاثة خطوط طبقة متقاربة
B) اندماج التكليونات
C) تحرر الالكترون
D) كل ما سبق صحيح",
3691,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Causes of fasting hypoglycemia include

A) Insulinoma
B) Growth hormone deficiency
C) Excessive insulin and oral hypoglycemic agent use
D) All of the above","وظائف الكالسيوم :

A) نقل الدفعات العصبية
B) تثبيط الاستثارة العصبية العضلية
C) تنشيط الإنزيمات
D) كل ما سبق صحيح",
948,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"All of the following are true about the duodenum except

A) It is the first part of the small intestine
B) It is C-shaped
C) It surrounds the tail of the pancreas
D) The third segment is horizontal","يستمر الريان تحت الترقوة بالشريان

A) الإبطي
B) الما بضي
C) العضدي
D) القاعدي",
1561,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"Essential Amino Acids

A) Leucine
B) Asparagine
C) Alanine
D) Glycine","سبيل اصطناع الغليكوجين:

A) يحدث في المتقدرة.
B) يتطلب طاقة يوفرها ATP.
C) الكبد هو العضو الوحيد القادر على اختزان الغليكوجين.
D) يعتبر وجود مركب GTP ضرورياً جداً في هذا السبيل.",
4045,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"All of the following are structures of the respiratory center itself except

A) Increased CO2 in cerebrospinal fluid
B) Changes in O2 in cerebrospinal fluid
C) Increased hydrogen ions in cerebrospinal fluid
D) Decreased pH","تحدث قوى جذب بين خيوط الاكتين والميوزين مسببة انزلاق بعضها على بعض بسبب شوارد:

A) البوتاسيوم
B) الكالسيوم
C) الصوديوم
D) الصوديوم والكالسيوم",
1588,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Mitochondria and their chromosomes are all inherited from

A) The father
B) Both father and mother
C) The mother
D) All of the above are incorrect","يرجع البيليروبين بفعل الفلورا الجرثومية للمعي الغليظ إلى:

A) Urobilin
B) Stercobilin
C) Urobilinogen
D) كل ما سبق خاطئ",
3888,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Pulse pressure

A) Systolic + Diastolic
B) (2 systolic + diastolic) / 3
C) Systolic - Diastolic
D) (2 systolic + 2 diastolic) / 3","من فرضيات التوتر الشرياني الاساسي

A) انخفاض نتاج القلب.
B) الحمية منخفضة الملح.
C) احتباس الماء والأملاح.
D) نقصان المقاومة الوعائية.",
3779,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"The dosage of D. Bensalamine is estimated at [unspecified] mg for adults, with a daily dose of approximately

A) 20, 30 mg
B) 1 mg
C) 10 mg
D) 125, 250 mg

E) 0.5 mg/kg","يمكن استخدام البروبرانولول في تدبير كل مما يلي ما عدا :

A) الشقيقة .
B) خناق الصدر.
C) ارتفاع الضغط الشرياني.
D) برودة الأطراف.
E) فرط نشاط الدرق.",
2923,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"The resulting vibration is determined by

A) Natural vibration
B) Free vibration
C) Forced vibration
D) A,C","مجال الأمواج فوق الصوتية أكبر من :

A) 20 Hz
B) 200 Hz
C) 2000 Hz
D) 20KHz",
1300,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"Which of the following are saturated fatty acids

A) Oleic
B) Stearic
C) Linolenic
D) Arachidonic","روابط الفوسفو دي استر:

A) تتشكل بين النوكليوتيدات المتقابلة على طاقي الدنا
B) تتشكل نتيجة ارتباط زمرة الفوسفات على النهاية 5 من النوكليوتيد التالي مع زمرة الهدروكسيل على النهاية 3 من النوكليوتيد الأول
C) تتشكل نتيجة ارتباط زمرة الهدروكسيل على النهاية 5 من النوكليوتيد الأول مع زمرة فوسفات على النهاية 3 من النوكليوتيد التالي
D) تتكون بشكل رئيسي بين الاسس الازوتية للنوكليوتيدات",
4531,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Data sources in quantitative studies: EXCEPT

A) Documents
B) Medical records
C) Questionnaires and checklists
D) All of the above","دالة التوزيع الاحتمالي المتجمع تعطينا:

A) احتمال أن يأخذ متغير عشوائي X قيمة محددة
B) احتمال ان ياخد المتغير العشوائى x قيمه اكبر من قيمه محدده
C) احتمال ان ياخد المتغير العشوائى x قيمه اقل او تساوى قيمه محددة
D) كل ما ذكر صحيح",
576,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"Examples of flat joints include

A) The sternoclavicular joint.
B) The acromioclavicular joint.
C) The shoulder joint.
D) The articulation of the humerus with the ulna.","تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي:

A) التشريح الجهازي.
B) التشريح التاجي.
C) التشريح التقني .
D) التشريح الوظيفي.",
1860,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"Estimating the percentage of phenotypic variation in a trait due to genetic differences indicates

A) Heritability
B) Experimental risk
C) Prevalence rate
D) Incidence rate","تدعى جزيئات الرنا الي يتم اصطناعها في النوية

A) mRNA
B) tRNA
C) rRNA
D) miRNA",
4034,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"All of the following are true about the ventricular relaxation phase EXCEPT

A) The atria and ventricles are relaxed
B) Pressure in the heart chambers is low
C) Blood flows actively into the ventricles
D) The atria and ventricles fill with blood","أقصي كمية هواء يمكن استنشاقها زيادة علي كمية الحجم الجاري السوية :

A) الحجم الجاري
B) الحجم المثالي
C) حجم الشهيق المخر
D) حجم الزفير المدخر",
1483,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"The Mikatelis and Menten constants (Km) are used to determine

A) Enzyme purity
B) Enzyme volume
C) Enzyme activity
D) All of the above are false","في الخلال المتنحية المرتبطة بالصبغي : الخطأ

A) لا تنتقل الاصابة من الذكر المصاب لابنه.
B) بنات الذكر المصاب مصابات.
C) لا تشكو الانثى متغايرة التلائل من أعراض.
D) هناك سيطرة للذكور المصابين.
E) لا يؤثر تعطيل احدى الاكسين عند الانثى الحاملة على تلك المميزات.",
3132,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"Stimulation of beta-2 receptors produces all of the following effects except

A) It dilates the pupil.
B) It relaxes the bladder wall.
C) It relaxes the intestines.
D) It dilates the bronchioles.","كل مما يلي من أعراض التفريغ الودي ما عدا:

A) زيادة إفراز اللعاب.
B) زيادة إنتاج القلب.
C) زيادة معدل الاستقلاب
D) زيادة جريان الدم في العضلات الهيكلية.",
3910,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"The tissue exhibits high absorption at wavelengths of 2.9 and 6.0 nm, resulting from

A) Vibrational motions of the water molecule
B) Rotational motions of the water molecule
C) Utilization motions of the water molecule
D) A, B","إن لمعة كل مما يلي غير مهدبة ما عدا :

A) النبيب الداني.
B) النبيب القاصي.
C) النبيب الجامع.
D) عروة هائلي.",
2460,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Radioactive isotopes are emitted in positron emission tomography (PET) imaging.

A) Gamma rays
B) Bena rays
C) X-rays
D) Positrons","درجة الإحمرار وإثارة العين لا تتنبأ بالآثار ....... الأمد للــ : UV

A) قصيرة
B) متوسطة
C) طويلة
D) A,B",
144,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"The histological origin of epithelioid cells.

A) Plasma cells
B) Macrophages
C) Erythrocytes
D) Basophils
E) All of the above are incorrect","الأصل النسيجي للـ Epithelioid cells أو الخلايا الظهارائية.

A) Plasma cells
B) Macrophages
C) Erythrocytes
D) Basophils
E) كل ما سبق خطأ",
1303,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"This condition is caused by a deficiency in one of the following enzymes

A) Maltase
B) Lactase
C) Sucrase
D) Aldolase","كل ما يلي حول التمسخ صحيح ما عدا:

A) عملية قابلة للعكس
B) هو عملية زوال تطوي البروتين وتشوه بنيته الثانوية والثالثية
C) يؤدي لفقدان البروتين لوظيفته الحيوية
D) سببه تفكك الروابط الببتيدية",
2680,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Fluorescent dyes are colorless and emit light when exposed to: ........

A) Red UV
B) Blue
C) Blue
D) Blue UV","اختر المعلومة الصحيحة فيما يتعلق بظاهرة NMR

A) تربط بالخصائف بالعطيسية المكتوبات في داخل المين
B) ربط الخصص لمعصية الإنكدونات في المرت
C) ارتبط بالحمد لص الكهربائية المكليبات في داخل النوى
D) تربط الخصائص الكميائية الإلكترونات في الذرات",
312,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"The longest part of the digestive tract is

A) Small intestine
B) Esophagus
C) Stomach
D) Large intestine","SUPINATOR

A) من مدورات الكتف
B) عصب الحجره الخلفيه للساعد
C) عضلة مقربة للفخذ
D) عضلة عميقة فى الساعد",
1490,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Heritability

A) Focuses on genetic differences as the cause of diversity
B) Is influenced by genetics
C) Both A and B are involved
D) Is controlled by environmental factors","ترتيب الاحماض الامينية الى جزيئات الرنا الناقل النوعية بتواسط مجموعه من الانزيمات المسماة:

A) Aminoacyl-tRNA synthetases
B) ببتيديل ترانسفيراز
C) A و B معا
D) RNA بوليمراز",
89,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"The cranial nerves that cross the superior orbital fissure are

A) Third + Fourth
B) Sixth
C) Ophthalmic branch 5
D) All of the above","يعبر من الشق الحجاجي العلوي الأعصاب القحفية :

A) الثالث + الرابع
B) السادس
C) الفرع العينى الخامس
D) كل ما سبق صحيح",
1626,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"A man with blood type A and a woman with blood type B cannot have a child with the following blood type

A) A
B) B
C) AB
D) O","السيستيلين ما عدا

A) غير مولد للسكر
B) يدخل بتركيب الانسولين
C) يدخل بتركيب تميم A
D) يدخل بتركيب غلوتاثيون",
727,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Which facial muscles are used for expression?

A) Forehead muscles.
B) The muscles around the eyes.
C) The muscles around the ears.
D) All of the above are correct.","يمر تحت قيد العاطفات في الكاحل: (نموذج د.

A) وتر الظنبوبية الطويلة.
B) الشريان الظنبوبي الأمامي.
C) العصب الربلي.
D) وتر الظنبوبية الخلفية.",
871,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"The cranial nerve that crosses the foramen ovale

A) Optic
B) Oculoplastic
C) Mandibular
D) Maxillary","كل ما يلي عن التامور صحيح عدا :

A) يتألف من التامور الليفي والتامور المصلي
B) يحوي جوف التامور السائل التاموري
C) يرتبط التامور الليفي بالقلب
D) يعمل السائل التاموري كمزلق لتسهيل حركات القلب",
4508,Llama-3.1-8B-Instruct,both_correct,1,1,D,D,D,"Examples of internal sources include

A) The emergency room reception
B) The marketing department of a pharmaceutical company
C) Patient records at the hospital
D) All of the above","إن طريقة جمع البيانات التي تتناسب مع الأطفال هي:

A) التجربة
B) المقابلة
C) التسجيل
D) الملاحظة",
3950,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Urine volume

A) Equals the glomerular filtration volume
B) Greater than the glomerular filtration volume
C) Less than the glomerular filtration volume
D) Can be greater or less than the glomerular filtration volume","يحرض انتاج النطاف :

A) FSH
B) التستسترون
C) كلاهما صح
D) كلاهما خطأ",
2220,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"The nitrogenous base complementary to thymine in RNA

A) Adenine
B) Uracil
C) Cytosine
D) Guanine","يعتبر d-glyceraldehyde من السكاكر

A) الثلاثية
B) الخماسية
C) السباعية
D) السداسية",
3976,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"When alveolar ventilation is higher than its blood supply

A) Physiological shunt
B) Physiological dead space
C) Total ventilation and total flow are in harmony
D) Alveolar supply remains adequate","ينقص الكورتيزول كل مما يلي عدا :

A) عدد اللمفاويات في الدم
B) الحموض الشحمية الحرة في الدم.
C) انتاج الاضداد و الحمضات في الدم
D) انتاج الانترلوكين في الكريات البيض",
3855,Llama-3.1-8B-Instruct,both_correct,1,1,A,A,A,"Most of the filtered water is reabsorbed at the level of

A) Proximal tubules
B) Loop of Hanley
C) Distal tubules
D) Collecting tubules","تحّرض العوامل التالية إفراز عصارة بنكرياسية غنّية بالإنزيمات:

A) الأستيل كولين والكوليسيستوكينين
B) الأستيل كولين والسكرتين
C) السكرتين والكوليسيستوكينين
D) السكرتين والغاسترين",
258,Llama-3.1-8B-Instruct,both_correct,1,1,E,E,E,"The deep male perineal sinus contains, except for

A) Membranous urethra.
B) Bulbourethral gland.
C) Urethral sphincter.
D) Dorsal nerve of the penis.

E) Bulb of the penis.","الperikaryon هو:

A) جسم الخلية العضلية المخططة
B) غشاء الخلية العصبية ( العصبون).
C) غشاء الخلية العضلية القلبية .
D) غمد الليف العصبي.
E) جسم الخلية العصبية ( العصبون).",
299,Llama-3.1-8B-Instruct,both_correct,1,1,B,B,B,"The most numerous cells located in the center are

A) Alpha cells.
B) Beta cells.
C) Sigma cells.
D) PP cells.","العظم الفكي السفلي (الخاطئة):

A) تقع ثلمة الفك السفلي أسفل وأمام الحافة العلوية للرأد .
B) يتمادى الخط المائل في الخلف بالحافة الأمامية للرأد.
C) تقع الحفرة تحت اللسانية أعلى الخط الضرسي اللامي.
D) تشكل الثقبة الذقنية الفوهة الأمامية للنفق الفكي السفلي.",
1455,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"A deficiency in the lipoprotein lipase (LPL) enzyme leads to an increase in

A) LDL lipoprotein
B) HDL lipoprotein
C) Chylomicrons (CH)
D) VLDL lipoprotein","الناحية الخاصة بالذكر في الصبغي: الخطأ

A) تشكل معظم الصبغي.
B) تحوي 168 جين.
C) معظمها خاصة بالذكر.
D) ليس لها مماثل على الاكس.
E) يحصل عليها تعابر.",
2282,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"In the Davison-Germer experiment, the wavelength associated with the scattered electrons was detected, despite its shortness, because

A) The spacing between the atoms is greater than the wavelength
B) The spacing between the atoms is less than the wavelength
C) The spacing between the atoms is on the order of the wavelength
D) All of the above are incorrect","أنجب أبوان سليمان طفلان (ذكر وأنثى) مصابان بمرض استقلابي بدأت تظاهراته مبكرًا. الاحتمال الأول لطراز انتقال هذا المرض الوراثي هو:

A) صبغي جسدي متنحي
B) صبغي جسدي سائد
C) مرتبط بالـ X
D) متقدري",
966,Llama-3.1-8B-Instruct,both_correct,1,1,C,C,C,"Albinism results from

A) Degeneration and destruction of melanocytes
B) Insufficient cholesterol secreted by the adrenal cortex
C) Inability of melanocytes to produce pigment
D) Absence of melanocytes","في الرؤية القريبة يحدث ماعدا :

A) تقلص العضلة الهدبية
B) تنبيه ودي
C) زيادة تحدب العدسة
D) زيادة القعرة الكاسرة للعدسة",
