id,model,quadrant,en_correct,ar_correct,ground_truth,prediction_english,prediction_arabic,input_english,input_arabic,Level
3255,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"The anterior abdominal wall consists of all of the following except

A) It is composed of skin, superficial fascia, deep fascia, muscles, extraperitoneal fascia, and parietal peritoneum.
B) The anterior abdominal wall receives innervation only from the anterior branches of the lower six thoracic lumbar nerves.
C) The seventh thoracic anatomical segment lies in the epigastric region above the photic process.
D) The first lumbar segment is distributed only above the inguinal ligament and the pubic symphysis.","في المصطلحات التشريحية كل ما يلي عدا:

A) الداني يشير إلى الأبعاد النسبية عن جذور الأطراف.
B) القاصي يشير إلى الأبعاد النسبية عن جذور الأطراف.
C) الجانب الموافق يشير إلى الجانب المقابل من الجسم.
D) وضعية الاستلقاء هي وضعية الاضطجاع على الظهر.",
796,Falcon-H1-7B-Instruct,both_correct,1,1,A,A,A,"The following muscles originate from the medial epicondyle of the humerus, excluding: (2009)

A) supinator.
B) pronator teres.
C) palmaris longus.
D) flexor carpi ulnaris.",". يتشكل الوريد المأبضي من اتحاد

A) الوريد الظنبوبي الامامي والوريد الظنبوبي الخلفي
B) الوريد الظنبوبي الامامي والوريد الشوي
C) الوريد الحرقفي الداخلي والخارجي
D) الوريد الصافن الكبير والصغير",
2079,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"All of the following are examples of pharmacokinetics except

A) Metabolism
B) Malignant hyperthermia
C) Absorption
D) Excretion","كل ما يلي من التبدلات الصبغية البنيوية عدا:

A) الخبن.
B) الازفاء.
C) التضاعف.
D) زيادة الصبغي.",
2483,Falcon-H1-7B-Instruct,both_correct,1,1,A,A,A,"The reaction can be used in imaging to utilize

A) X-ray fluorescence photons.
B) Gamma rays.
C) Positrons.
D) Electrons.","معدل الإشعاع من سطح إلى معدل الإشعاع من مساوية من سطح مشع مثالي في درجة الحرارة نفسها:

A) الإصدارية
B) النفوذية
C) الامتصاصية
D) الانعكاسية",
3220,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"All of the following are anterior branches of the aorta except

A) 1. Celiac trunk.
B) 2. Superior mesenteric artery.
C) 3. Inferior mesenteric artery.
D) 4. Inferior phrenic artery.","كل ما يلي صحيح بالنسبة لخثار الجيوب الوريدية عدا :

A) من مظاهره الصداع
B) قد يتلو الولادات العسيرة
C) الدواء النفضل للعلاج هو الوارفارين
D) يحدث فيه ضعف وعي
E) التصوير بالرنين المغناطيسي مع الحقن وإظهار الطور الوريدي هو الاستقصاء الأفضل",
95,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"The dermis has all the functions EXCEPT

A) Supporting the epidermis.
B) Connecting the epidermis to the subcutaneous fat tissue.
C) Regenerating skin cells.
D) All of the above are true.","من وظائف الأدمة كل مما يلي ما عدا :

A) دعم البشرة.
B) ربط البشرة مع النسيج الشحمي تحت الجلد.
C) تجديد خلايا الجلد.
D) كل ما سبق صحيح.",
1537,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"The pathway of smut induction

A) 10% of gluconeogenesis occurs in the brain
B) It does not require energy supply
C) It can cover the glucose requirement for 50-4 days
D) It is a precursor that may utilize ketone acids.","من أسباب نقص سكر الدم الارتكاسي:

A) نقص سكر الدم الهضمي
B) الحساسية للوسين
C) الغالاكتوزيمية
D) كل ما سبق صحيح",
3680,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"In paralytic strabismus in adults, the patient complains of

A) Alternating strabismus
B) Double vision (diplopia)
C) Decreased visual acuity
D) All of the above are false
E) All of the above are true","إذا لم يتمكن المريض من قراءة أكبر أحرف اللوحة، الطريق التالية لتقدير حدة البصر لديه:

A) بعد أصابع الفاحص
B) بتحريك يد الفاحص أمام عين المريض
C) باستخدام منبع ضوئي متحرك من الجهات الأربعة
D) نعتبر أن حدة البصر معدومة
E) كل الإجابات السابقة خاطئة",
156,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"The vocal folds

A) Two movable membranous muscular bands
B) Their color is pearly white
C) They extend from the angle of the thyroid cartilage anteriorly to the vocal process posteriorly
D) All of the above are correct","الطيتان الصوتيتان :

A) شريطان عضليان غشائيان متحركان
B) لونهما ابيض صدفي
C) يتمادى من زاوية الغضروف الدرقي اماميا الى الناتئ الصوتي للخلف
D) كل ما سبق صحيح",
3473,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"The optic nerve is characterized by the following

A) It consists of rod and cone fibers in the retina
B) Its nerve fibers are unmyelinated
C) It is surrounded by the meninges
D) Its intraorbital portion is its shortest part
E) All of the above are correct","في بقاء الغشاء الحدقي:

A) ينجم عن بقاء جزء من الغمد الوعائي الخلفي
B) تشاهد بقاياه بشكل خيوط دقيقة تمتد عبر الحدقة
C) تتميز عن الالتصاقات الخلفية الالتهابية بأنها تبدأ من الوجه الأمامي للقزحية إلى المحيط
D) الغشاء الحدقي الجنيني يتألف من أوعية دموية وخلايا صباغية
E) الخلايا الصباغية قطرها 5-6 ملم و هي لا تؤثر في القدرة البصرية",
33,Falcon-H1-7B-Instruct,both_correct,1,1,A,A,A,"Muscle cell membrane

A) Sarcolemma
B) Epimysium
C) Axolemma
D) Endomyium
E) Hypertrophy","غشاء الخلية العضلية

A) Sarcolemma
B) Epimysium
C) Axolemma
D) Endomyium
E) Hypertrophy",
625,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"Which of the following is a neuroglia shape? One answer is incorrect

A) Astrocytes.
B) Microglia.
C) Cuboidal.
D) Ependymal.","يتم إفراز هرمون ال oxytocin من عصبونات تقع أجسامها في :

A) الأنوية جانب البطينية
B) الأنوية فوق البصرية
C) الأنوية فوق البطينية
D) الأنوية جانب البصرية",
2797,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"Increased exposure to ultraviolet (UV) radiation leads to

A) Damage to some molecular bonds
B) Ionization of some compounds and molecules
C) General damage to materials and tissues
D) All of the above","يختلف النموذج الكمومي لذرة الهيدروجين عن نموذج بور من حيث أنه:

A) أكثر دقة في تحديد نصف قطر المدار.
B) يتعامل مع الإلكترون كموجة مستقرة.
C) يتعامل مع الإلكترون كجسيم مفيد.
D) يحدد الموضع بنسب مختلفة الاحتمال.",
1286,Falcon-H1-7B-Instruct,both_correct,1,1,A,A,A,"All of the following about proteins are true except

A) They make up 90% or more of the dry weight of cells.
B) They are found in all living cells and in all their parts.
C) Hundreds of different types of proteins may be found in a single cell.
D) All vital processes in the body depend on proteins.","تكون الآليات المنظمة الأكثر تأثيراً في النمط الظاهري Phenotype للكائن الحي هي بشكل أساسي على المستوى:

A) معالجة الرنا.
B) تدرك الرنا.
C) الترجمة.
D) كل ما سبق خطأ.",
4206,Falcon-H1-7B-Instruct,both_correct,1,1,A,A,A,"The main neurotransmitter released by the postsynaptic fibers is

A) Acetylcholine
B) Norepinephrine
C) Serotonin
D) Enkephalin","يزداد نبضان الضغط في حال:

A) زيادة ADH
B) التصلب العصيدي.
C) تفعيل جملة الرينين - أنجيوتنسين.
D) تنبيه الجملة الودية.",
4644,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"The difference in population between two successive censuses separated by a certain period, such as ten years, is

A) Relative change
B) Absolute change
C) Maximum change
D) Volumetric change","أعلى مستويات القياس:

A) المقياس الاسمي
B) المقياس الفتروي
C) المقياس الرتبي
D) المقياس النسبي",
1755,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"Mitochondria containing outdated mutations are removed

A) Disrupted enzymes.
B) Gene constriction.
C) Independent secretion.
D) Splicing.","تدعى البروتينات المشكلة لمعقدات الثقوب النووية

A) اللامين .
B) الكاريوفبرينات .
C) الامبورتين .
D) النكليوبورين .",
3664,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"All of the following are true about congenital hereditary endothelial dystrophy of the cornea EXCEPT

A) The cornea is bluish-white
B) It is unilateral
C) It is inherited autosomally
D) It is associated with corneal edema
E) It is sometimes associated with tremors","من العلامات والأعراض التي ممكن أن تحدث بسبب إصابة الأعصاب في الجحوظ الورمي (الصحيحة):

A) شفع
B) فقد حس
C) فقد رؤية
D) تحدد في حركات المقلة
E) كل ما سبق صحيح",
1458,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"The compound below is called

A) Cyclohexane
B) Benzene
C) Methylaryl
D) Halogen","جميع الروامز الوراثية التالية هي روامز توقف باستثناء:

A) UAG
B) AUC
C) UGA
D) UAA",
4734,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"When recording data in qualitative studies, one might use

A) an interview protocol
B) a discussion
C) questions that elicit the best answers on the topic
D) all of the above","من الخطوات الرئيسية عند تصميم العينات:

A) تحديد هدف الدراسة
B) تحديد المجتمع محل الدراسة
C) تحديد الإطار
D) كل ما ذكر صحيح",
2931,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"The pressure excess depends on

A) Surface tension
B) Bubble dimensions
C) Viscosity
D) A,B","المسعر المناسب لمعايرة حمض ضعيف مع اساس ضعيف

A) فينول فيالين
B) احمر الفنيل
C) ازرق بروم التيمول
D) لا يمكن استخدام مشعرات لونية",
3521,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"All of the following are used in the management of herpetic keratitis except

A) Acyclovir
B) Iodoxuridine
C) Corticosteroids
D) Mydriatics if associated with iritis
E) Antibiotics in case of secondary infection","يشبع تحت خلع العدسة في الحالات التالية عدا:

A) الرضوض
B) تناذر مارفان
C) تناذر ماركيزاتي
D) الحسر الشديد
E) الزرق الولادي",
4929,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"A 32-year-old man presents to the emergency department with a history of vomiting (large amounts of bright red blood). What is the most important first step in managing this patient?

A) Medical history and physical examination.
B) Determining hemoglobin levels.
C) Fluid resuscitation.
D) Insertion of a nasogastric tube.

E) Emergency endoscopy.","مريض يشتكي من ألم بطني حاد ومفاجئ يجب أن نجري له أولاً:

A) عيار البولة الدموية.
B) صورة شعاعية للصدر.
C) صورة بطن شعاعية.
D) عيار خضاب الدم.
E) مراقبة الصبيب البولي.",
2318,Falcon-H1-7B-Instruct,both_correct,1,1,A,A,A,"The anatomical conflict between the body and its environment takes place via

A) Blood vessels
B) Liver
C) Spleen
D) Pancreas","العدد الكمومي الرئيسي nيحدد :

A) سويات الطاقة الرئيسية
B) طاقة الموتونات
C) سويات الطاقة الفرعية
D) A+B",
1407,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"What confirmed our diagnosis of this patient's condition 100% was

A) Low hemoglobin level
B) Elevated non-keratinized bilirubin
C) Recurrent pain episodes
D) Electrophoresis showing hemoglobin S","من الأخطاء والعثرات التي تعترض الاستنصاح الوراثي عدا:

A) التشخيص الخاطئ
B) التشوهات البنيوية
C) عدم النفاذ
D) التغاير الجيني الوراثي",
1288,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"Carbamonyl phosphate is formed by the enzyme

A) Arginase
B) Carbamonyl phosphate-1
C) Arginosuccinate lipase
D) Aspartate transcarboannyl phosphate","كل مما يلى من الاختلاطات المتاخره للداء السكرى ما عدا:

A) متلازمه النفروز
B) احتشاء العضله القلبيه
C) قصور الكليه
D) انفصال شبكيه العين",
2550,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"Nanoparticles with diameters of 1-5 nm are called quantum dots. They detect specific types of bacteria (depending on their diameter) after each dot is labeled with the appropriate antigen and illuminated with a laser at a wavelength of 365 nm. The labeled dots that have detected the bacteria are induced to emit colored spectra. The resulting emission is called

A) Phosphorescence emission.
B) Fluorescence emission.
C) Plasmon waves.
D) All answers are incorrect.","الضجيج الذي كان يواجه العالمين الفلكيين في منظارهما الراديوي كان يقع في المجال:

A) الراديوي
B) المكروموجي
C) تحت الأحمر
D) البنفسجي",
2905,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"X-rays scattered from the human body and reaching the film

A) Increase background noise.
B) Reduce the contrast of the radiographic image.
C) Decrease the amount of information contained in the image.
D) All of the above are true.","كانت الاشعة السينية التقليدية قادرة على تميز كل ما يلى ماعدا :

A) العظام .
B) الأنبوب الهضمي والمجاري البولية.
C) الكبد والطحال .
D) الأوعية الدموية .",
1466,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"Oxytocin

A) It consists of 20 amino acids.
B) It is secreted by the anterior pituitary gland.
C) It stimulates uterine contractions.
D) All of the above are true.","كل ما يلي صحيح عن مصطلحات المجين المتقدري ماعدا:

A) الاختناق الجيني
B) حمل الطفرة النووي
C) الهيولي المثلية
D) الهيولي المغايرة",
875,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"It targets the thyroid gland and stimulates the secretion of thyroid hormone

A) T3
B) T4
C) TSH
D) a + b","عظم العقب:

A) سطحة الأمامى يتمفصل مع النردى
B) لا يوجد عليه ارتكاز وترى
C) له معلاق على الطرف الوحشى للعظام
D) سطحه الأنسى محدب",
1592,Falcon-H1-7B-Instruct,both_correct,1,1,D,D,D,"Albinism

A) It is caused by a deficiency of the enzyme tyrosinase.
B) The patient may experience photophobia.
C) The patient's hair is white.
D) All of the above are true.","عند كتابة شجرة المورثات: (الخطأ)

A) المربع يرمز للذكر.
B) الدائرة ترمز للأنثى.
C) الخط يرمز إلى التزاوج.
D) المعين يرمز الي جنس غير محدد.",
721,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"Estrogen is produced by

A) The testes
B) The ovaries
C) The thyroid gland
D) The adrenal glands","يخرج العصب الشوكي من :

A) الثقبة بين الفقرية
B) الثقبة الفقرية
C) الثقبة الكبرى
D) التثقبة الشوكية",
763,Falcon-H1-7B-Instruct,both_correct,1,1,C,C,C,"Choose the incorrect answer

A) A deficiency in glucose-digesting enzymes in humans causes digestive disorders.
B) This deficiency is sometimes of genetic origin.
C) Malabsorption syndrome occurs as a result of atrophy of the gastric mucosa.
D) All of the above are correct.","تتوضع الاحدوبة الدالية في العضد على السطح:

A) الانسي
B) الوحشي
C) الخلفي
D) لا شيء مما يلي",
4141,Falcon-H1-7B-Instruct,both_correct,1,1,B,B,B,"Each myosin molecule has

A) One head on each side
B) Two heads on one side
C) Two heads on each side
D) One head on one side","ان عودة الضغط داخل المثانة الى مستواه الأصلي بعد دقيقة رغم تمدد جدار المثانة هو:

A) اليه المزلاج
B) الارتخاء بعد الكرب
C) ضربه القدرة
D) التقلص العضلي",
3568,Falcon-H1-7B-Instruct,both_correct,1,1,E,E,E,"Sympathetic ophthalmitis has early signs. Choose the incorrect one

A) Photophobia
B) Hypoconjugation
C) Pain upon palpation of the ciliary region
D) Inflammatory cells in the anterior chamber
E) Hypotension","في التهاب القزحية والجسم الهدبي:

A) لا يعتبر الألم عرضاً بارزاً
B) يعتبر توهج الخلط المائي علامة وصفية
C) الترسبات خلف القرنية هي عبارة عن نتحة بروتينية مع خلايا التهابية
D) وجود السوية القيحية دليل على المنشأ الإنتاني
E) كل ما ذكر صحيح",
